full_name,profession_id,profession_group_id,gender,date_of_birth,hire_date,resignation_date
"Farhan Hutabarat, dr.",1,1,M,1998-03-03,2017-04-06,
"Bella Manurung, M.Kep",3,1,F,1970-09-07,2009-11-08,
"S.Kep, Zara Situmorang",3,1,F,1996-03-24,2018-05-04,
"Teguh Saputra, A.Md.T",24,2,M,1980-10-24,1999-01-19,
"Anisa Gunawan, S.Keb",4,1,F,1973-05-02,2004-12-30,
Firmansyah Sitompul,23,2,M,2003-06-18,2025-03-18,
"M.Kep, Diah Hutapea",3,1,F,1990-01-11,2013-05-15,
"Kartika Setiadi, A.Md.ELM",6,1,F,1990-02-18,2022-05-08,
"S.Kom, Agus Sitompul",15,2,M,1974-05-11,2012-08-31,
"Nadia Pratama, A.Md.Kes",12,1,F,1992-12-28,2017-09-19,2023-01-09
Zahra Hartono,8,1,F,1970-05-12,1999-02-22,
Hesti Setiawan,23,2,F,1987-09-17,2006-05-08,
"Wati Malik, MARS",13,2,F,1985-10-16,2014-07-30,
"Retno Wibowo, Sp.Kep",3,1,F,1971-06-27,2006-09-12,2009-09-25
"S.T, Lukas Malik",13,2,M,1965-02-24,1997-09-08,
"Bambang Siregar, S.Tr.Kes",8,1,M,1968-10-01,2003-06-28,
"Citra Susanto, S.Keb",4,1,F,1992-08-05,2023-03-31,
"Prasetyo Sitompul, S.Kom",15,2,M,1998-09-01,2024-12-22,
"M.Ked, Putri Sugiarto",1,1,F,1992-05-11,2021-07-24,
"dr. Sp.P, Wulan Susanto",2,1,F,1972-04-11,1994-11-26,
"Mega Kusuma, S.KM",14,2,F,2001-04-19,2023-08-09,
"S.Ft, Fitri Raharjo",10,1,F,2001-01-07,2020-02-27,
"Sp.Farm, Dewi Utomo",9,1,F,1978-06-24,2009-05-22,
"Wati Saputra, M.Kep",3,1,F,2002-11-27,2020-08-07,
Ani Putra,4,1,F,1970-04-09,1991-07-17,
Wahyu Kurniawan,19,2,M,1999-01-24,2022-09-30,
"Vina Sinaga, Dr.",3,1,F,2000-10-15,2022-04-25,
Bayu Putra,10,1,M,2001-12-21,2020-06-18,
"S.KM, Dwi Suprapto",16,2,M,1998-04-26,2025-05-14,
"Sp.Kep, Mira Malik",3,1,F,2000-08-03,2023-02-13,
"Iwan Hermawan, M.Kes",5,1,M,1973-07-21,2011-05-31,
Nanang Pasaribu,22,2,M,1988-08-04,2022-06-10,
"dr., Gilang Prabowo",1,1,M,1983-01-29,2022-05-21,
"Tri Situmorang, S.Kes",5,1,F,1967-07-24,2006-07-28,
"SST, Yuni Kusuma",4,1,F,1985-08-23,2005-09-13,
"Hadi Hermawan, S.Ak",18,2,M,1973-06-14,1993-08-02,
"Sri Siahaan, S.Adm",17,2,F,1985-12-23,2024-04-12,
"S.E, Zulkifli Santoso",13,2,M,1972-11-03,2007-11-01,
"Silvi Kurniawan, S.T",13,2,F,1997-05-24,2024-01-06,
"Diana Prasetyo, Pharm.D",9,1,F,1995-09-13,2014-11-28,
"Farhan Pasaribu, S.Tr.Kom",15,2,M,1992-05-01,2010-06-24,
"Slamet Simbolon, A.Md.Kes",5,1,M,1997-10-01,2017-12-22,
"dr., Vera Setiawan",1,1,F,1997-02-25,2020-05-02,
"Ners, Galih Tampubolon",3,1,M,1971-01-21,2010-10-04,
"A.Md.AK, Yuliana Pratama",8,1,F,1987-11-24,2025-03-24,
Kartika Saputra,5,1,F,1975-09-26,2002-11-20,
"Gunawan Prasetyo, dr. Sp.RM",2,1,M,1996-09-22,2016-10-04,
"Rudi Priyanto, dr. Sp.PK",2,1,M,2002-05-06,2022-12-12,
"M.Kep, Susilo Putra",3,1,M,1999-05-10,2020-04-23,
Linda Pratama,3,1,F,1968-06-14,1988-06-25,
"Endah Santoso, MBBS",1,1,F,1977-02-14,2017-06-15,
"drg. Sp.BM, Nugroho Wijayanto",2,1,M,1996-03-09,2019-07-03,
"A.Md.Kep, Tuti Situmorang",3,1,F,1969-08-28,1993-05-06,
Prasetyo Utomo,9,1,M,1969-05-21,2001-06-05,
"Hesti Pasaribu, S.Keb",4,1,F,1979-02-27,2017-01-15,2024-01-24
Gunawan Pasaribu,19,2,M,1967-06-28,1985-06-06,
"Puspita Nasution, Dr.",3,1,F,1990-12-10,2018-06-04,
Sari Sitompul,18,2,F,1975-06-04,2004-04-25,2014-10-29
"Ade Widodo, M.M",18,2,M,1986-12-31,2011-03-09,
Agus Kusuma,5,1,M,1997-04-14,2022-07-12,
Irfan Sari,19,2,M,1972-04-05,2002-03-07,
"Lukas Sitompul, Dr.",1,1,M,1995-06-23,2021-01-13,2025-05-22
"Sri Gunawan, S.Tr.Kes",21,2,F,1978-06-02,2000-05-13,
"M.Ked, Zulkifli Siahaan",1,1,M,1989-05-02,2008-02-03,
Sri Maulana,21,2,F,2001-08-27,2022-05-03,
"S.E, Maya Santoso",17,2,F,2003-11-15,2024-09-04,
"Kurniawan Rahman, M.Kes",5,1,M,1988-11-23,2015-11-25,
"Lina Sitompul, S.Ked",1,1,F,1996-01-30,2018-03-31,
"Cahyo Nasution, Dr.",1,1,M,1989-06-15,2014-09-15,
Rina Susanto,20,2,F,1994-05-02,2018-12-23,
"Rina Pasaribu, S.T",13,2,F,1992-02-18,2010-05-29,
"Jaya Budiman, M.M",17,2,M,2001-03-23,2019-05-16,
Mega Panjaitan,19,2,F,1979-01-14,2012-09-15,2018-09-22
"Usman Wijaya, A.Md",17,2,M,1972-07-01,2002-11-28,2020-08-29
"Farhan Hakim, Dr.",3,1,M,1985-03-25,2012-01-25,
Lina Saputra,17,2,F,2001-06-18,2021-11-26,
"S.E, Wahyu Nasution",18,2,M,1973-10-24,2011-07-29,
"S.Kes, Zulkifli Simbolon",5,1,M,2000-08-14,2020-03-09,2025-11-27
"Hesti Pratama, Ners",3,1,F,2002-03-17,2025-03-19,
Farhan Lubis,9,1,M,1985-08-14,2020-03-02,
"Lukas Hartono, S.KM",25,2,M,1991-11-21,2021-08-09,
Budi Setiadi,20,2,M,2002-10-24,2022-04-12,
"Ningsih Malik, dr. Sp.B",2,1,F,1990-01-12,2017-02-14,
Endah Siahaan,20,2,F,2003-02-20,2025-10-18,
"Widya Prasetyo, S.Kes",14,2,F,2001-12-15,2019-11-11,
"S.T, Yuni Simanjuntak",13,2,F,1982-11-02,2004-03-13,
"MBA, Zainal Pratama",13,2,M,1970-08-02,1996-05-25,
Ahmad Permana,14,2,M,1997-07-09,2022-02-17,
"S.Sos, Ani Manurung",17,2,F,1991-07-28,2012-03-05,
"dr. Sp.U, Yanto Prasetyo",2,1,M,1989-11-07,2023-09-28,
"S.T, Nanang Nasution",15,2,M,1981-08-09,2003-09-28,2023-04-11
"Sp.Kep, Lukas Hartono",3,1,M,1980-06-16,2013-11-14,
"A.Md.Kep, Nadia Gunawan",3,1,F,1976-01-23,1996-10-22,
"Maya Tampubolon, Bd.",4,1,F,1984-11-13,2004-12-18,
"M.Biomed, Ani Priyanto",8,1,F,1978-06-14,1997-11-09,
"Teguh Manurung, S.Ft",10,1,M,1967-10-19,1990-09-09,
"A.Md.T, Yoga Santoso",24,2,M,1986-01-31,2012-07-29,
Retno Panjaitan,12,1,F,1969-12-18,1994-02-12,
"S.Kom, Rudi Nasution",15,2,M,2003-04-27,2023-06-23,
"M.Keb, Elia Nasution",4,1,F,1967-01-17,1995-03-19,
Yanto Hartono,20,2,M,1969-12-07,1992-08-25,
"Dimas Firmansyah, A.Md.Kes",5,1,M,1965-03-19,1995-02-08,
"Fitri Sinaga, S.E",13,2,F,1980-02-17,2015-05-21,
"Wati Raharjo, A.Md",17,2,F,1993-08-24,2019-02-22,
"Ratna Maulana, SST",4,1,F,1970-12-23,1998-10-12,
"S.Tr.RMIK, Zahra Purwanto",16,2,F,1970-11-25,1995-12-10,
"S.Keb, Retno Firmansyah",4,1,F,1999-04-20,2024-10-06,2025-01-29
"Anisa Budiman, S.Kep",3,1,F,1971-07-05,1996-02-02,
"dr. Sp.JP, Hendra Suprapto",2,1,M,1979-05-25,2004-10-22,
Yanti Prasetyo,3,1,F,1986-06-28,2008-09-28,
"Yanto Rahman, S.Sos",17,2,M,1980-02-05,2002-12-13,
Mira Widodo,3,1,F,1981-03-17,2011-05-25,
"Nadia Simbolon, S.T",15,2,F,1974-09-25,1992-10-05,
"Anisa Priyanto, Pharm.D",9,1,F,1981-08-31,2009-05-04,
"Hendra Hermawan, M.Kep",3,1,M,1983-11-06,2006-10-04,
"Ak., Prasetyo Permana",18,2,M,1978-08-25,2018-07-04,
Endah Widodo,20,2,F,1984-04-24,2024-07-13,
"Drs., Rudi Hartono",13,2,M,1971-09-07,1995-12-19,
"RD, Mahendra Budiman",11,1,M,1997-04-04,2017-06-22,
Tiara Pasaribu,17,2,F,1972-05-15,1998-09-18,
"Ratna Panjaitan, dr.",1,1,F,1977-12-24,2011-06-01,
Taufik Sugiarto,20,2,M,1998-04-01,2025-07-30,
"A.Md.Kep, Rina Tampubolon",3,1,F,1993-01-31,2023-05-31,
"Dimas Setiawan, A.Md.RMIK",16,2,M,1997-09-23,2019-03-16,
Nugroho Saputra,3,1,M,1998-03-26,2018-07-15,
"Zulkifli Wijaya, S.Kes",5,1,M,1998-12-29,2023-10-07,
"S.Si, Taufik Hartono",8,1,M,1992-10-31,2011-09-29,
"S.Kep, Sari Hermawan",3,1,F,1991-03-10,2020-01-05,
Farhan Situmorang,20,2,M,1988-02-04,2006-09-03,
"Mira Kusuma, SST",4,1,F,1974-12-07,2014-07-03,
"MARS, Zulkifli Purwanto",14,2,M,1990-04-27,2025-04-28,
"Iwan Sitompul, dr. Sp.RM",2,1,M,1976-05-29,2000-03-27,
"Fajar Malik, A.Md.Kep",3,1,M,1982-07-05,2007-10-06,2019-03-07
Purwanto Hidayat,19,2,M,2001-02-21,2022-04-03,
"M.T, Haris Setiadi",13,2,M,1974-10-06,1999-04-23,
"Iwan Manurung, A.Md.Kes",5,1,M,2000-04-10,2018-12-14,
Susilo Kusuma,20,2,M,1987-05-05,2014-05-30,
"M.Biomed, Lukas Permana",8,1,M,1997-04-21,2015-08-28,
"S.Tr.Kes, Jaya Kusuma",12,1,M,1972-04-01,1998-10-06,
"S.Kep, Indah Pratama",3,1,F,1980-03-08,2017-09-13,
Purwanto Hidayat,22,2,M,1973-07-03,1995-05-23,
"S.Tr.ELM, Farhan Manurung",6,1,M,2000-04-23,2021-10-09,
Tri Simanjuntak,20,2,F,1968-09-07,1996-06-05,
"Pharm.D, Tiara Permana",9,1,F,1989-01-28,2023-11-11,
"M.KM, Fitri Pasaribu",14,2,F,1984-10-15,2006-12-31,2019-01-16
"S.Kep, Wati Purwanto",3,1,F,1977-01-02,2010-04-06,
"Anisa Prasetyo, A.Md.Kep",3,1,F,2002-01-20,2022-05-25,
"Ners, Puspita Sinaga",3,1,F,1986-03-24,2014-04-12,
"M.Kep, Teguh Widodo",3,1,M,1984-04-13,2002-02-27,
"Anisa Nasution, A.Md.Kep",3,1,F,1991-02-02,2011-01-22,
"Kartika Widodo, Dr.",3,1,F,1976-06-01,2016-07-11,
Nur Wijaya,4,1,F,2000-11-08,2020-07-15,
Sri Kusuma,20,2,F,1991-05-28,2017-11-11,
"Ratna Lubis, S.Ak",18,2,F,1988-10-20,2019-05-13,
Elia Rahman,20,2,F,1969-01-23,1991-03-12,1995-08-09
Citra Kusuma,8,1,F,1976-04-21,2011-04-17,
"M.M, Gunawan Widodo",17,2,M,1977-12-16,2017-12-10,
"Puspita Hutabarat, S.Gz",11,1,F,2003-12-10,2023-01-31,
"Anisa Kurniawan, S.Adm",17,2,F,1999-09-26,2019-10-21,
"Dr., Maya Manurung",3,1,F,1972-03-15,2010-08-31,2016-01-01
"Novita Rahman, S.Kep",3,1,F,1991-12-30,2010-11-25,
Haris Raharjo,20,2,M,1966-04-13,1992-09-21,
"Dwi Suprapto, A.Md.T",24,2,M,1991-09-05,2017-11-30,
"Usman Suryanto, S.E",13,2,M,1998-07-15,2019-06-29,
"A.Md.Rad, Hadi Saputra",7,1,M,1988-05-30,2022-11-02,
"Indra Santoso, Sp.Kep",3,1,M,1971-04-21,2008-12-20,2017-02-07
Cahyo Suprapto,17,2,M,1970-03-04,1996-12-14,
"Nur Firmansyah, A.Md.Kep",3,1,F,1972-01-03,1994-09-26,
"MD, Ade Hutabarat",1,1,M,1975-11-05,1993-05-18,
"MBBS, Kusuma Lubis",1,1,M,1987-06-08,2014-02-03,
"Dr., Silvi Hutapea",3,1,F,2003-09-30,2024-01-02,
"Yuni Putra, A.Md.Rad",7,1,F,1983-04-22,2018-03-01,
"Lina Hutapea, Ners",3,1,F,1987-03-22,2020-01-11,
"Bella Purwanto, Dr.",3,1,F,1966-11-06,1999-03-24,
"Bambang Firmansyah, A.Md.Kep",3,1,M,1968-03-16,2005-12-15,
Wulan Malik,15,2,F,1978-04-01,2015-09-22,
Diah Pasaribu,11,1,F,1981-07-04,2009-12-19,
"Fani Tampubolon, M.M",17,2,F,1967-10-31,1994-08-12,
Zara Utomo,20,2,F,1967-07-30,1991-08-31,
"Ners, Diana Suprapto",3,1,F,1993-02-09,2023-11-17,
"Gilang Widodo, A.Md.Kes",12,1,M,2000-01-14,2025-09-22,
Ani Wibowo,22,2,F,1974-10-20,2012-09-09,
"S.KM, Dwi Permana",16,2,M,1975-09-24,1993-10-29,
"Zulkifli Rahman, A.Md.Rad",7,1,M,1995-02-28,2024-06-13,
"Drs., Yanti Manurung",13,2,F,1979-10-02,1998-09-24,
"MD, Kartika Kusuma",1,1,F,1985-02-09,2023-12-14,
Wati Simbolon,3,1,F,2002-10-08,2020-05-21,
"Sari Sinaga, Sp.Kep",3,1,F,1969-02-09,1990-07-28,
"Bayu Suryanto, Dra.",13,2,M,1996-07-15,2024-05-07,2025-01-23
"Nadia Maulana, M.Kep",3,1,F,1995-05-15,2019-04-15,
Gilang Suprapto,22,2,M,1976-06-27,2015-08-03,
"Yanti Sari, M.M",17,2,F,1976-10-29,2001-08-16,
"Dwi Siahaan, M.Kep",3,1,M,1977-01-28,2010-08-16,
"Usman Situmorang, M.Kes",5,1,M,1971-09-27,2004-07-11,
Rahmat Manurung,21,2,M,2003-06-03,2025-04-25,
Fajar Sitompul,21,2,M,1986-07-18,2022-07-31,2025-10-28
"Bambang Nasution, M.Kep",3,1,M,1997-11-27,2016-07-17,
"dr. Sp.B, Ayu Lubis",2,1,F,1990-10-04,2011-05-28,
"A.Md.T, Nugroho Setiawan",24,2,M,1980-12-17,1999-11-21,2010-03-23
"Hesti Hartono, dr.",1,1,F,1994-05-03,2025-06-16,
"Novita Hartono, M.Kep",3,1,F,1979-04-18,2003-05-07,
"Puspita Hutapea, drg. Sp.Perio",2,1,F,2003-01-11,2024-08-10,
Nugroho Kurniawan,23,2,M,1968-05-06,1993-06-04,
"Prasetyo Santoso, Ners",3,1,M,1992-03-23,2020-07-04,
"Sri Kurniawan, M.Keb",4,1,F,2001-08-07,2019-02-05,
"M.Gz, Agus Siahaan",11,1,M,1990-06-16,2024-08-07,
"Indra Rahman, A.Md.Rad",7,1,M,1992-04-13,2023-04-08,
Lukman Setiawan,1,1,M,1993-08-16,2020-02-16,
"Made Simanjuntak, Ners",3,1,M,2000-02-05,2025-12-27,
Fitri Hermawan,23,2,F,2001-09-28,2025-12-06,
"Mahendra Hakim, Dra.",13,2,M,1974-06-20,1999-05-02,
"Eko Rahman, S.E",17,2,M,1995-10-26,2019-07-04,
"Irfan Wibowo, S.Kes",5,1,M,1973-01-11,2001-04-21,
"Kurniawan Sinaga, M.Ked",1,1,M,1985-12-04,2003-04-25,
"M.Farm, Bayu Firmansyah",9,1,M,1973-06-16,2007-04-01,
"M.Ak, Putri Wibowo",18,2,F,1977-03-28,2015-05-28,
"Rudi Hutabarat, dr. Sp.KK",2,1,M,1970-11-26,1993-12-02,
Firmansyah Situmorang,20,2,M,1973-06-29,2012-09-19,2021-08-11
"Retno Maulana, Ners",3,1,F,1979-11-24,2010-07-30,
"Kusuma Kusuma, S.Kep",3,1,M,1966-08-12,1996-11-26,
"Dra., Taufik Kurniawan",13,2,M,1981-06-30,2011-08-07,
"S.KM, Puspita Raharjo",25,2,F,1983-11-09,2020-07-28,
Candra Nugroho,23,2,M,1978-03-21,1996-03-19,
"Vera Hidayat, S.Kep",3,1,F,1985-06-13,2024-06-05,
"Indah Wibowo, MBA",13,2,F,1991-07-30,2009-01-05,
"Nugroho Sari, Prof. Dr. dr. Sp.A",2,1,M,1985-02-08,2004-03-15,
"S.Tr.Kes, Candra Wijaya",21,2,M,1973-06-01,2000-03-29,
"M.Farm, Bella Sari",9,1,F,1979-05-29,2017-08-31,
"Ners, Retno Santoso",3,1,F,1986-08-08,2005-10-16,
"Ayu Panjaitan, Dr.",1,1,F,1989-08-01,2009-11-22,
"Tri Prabowo, M.Kep",3,1,F,1978-08-21,1996-04-08,
"M.Kep, Fani Hermawan",3,1,F,1985-12-09,2010-05-27,
Diah Budiman,20,2,F,1995-02-25,2015-03-25,
